dado: 53.620000, bin_esq: 53.600000, bin_dir: 53.700000, local_j = 536
dado: 27.230000, bin_esq: 27.200000, bin_dir: 27.300000, local_j = 272
dado: 77.340000, bin_esq: 77.300000, bin_dir: 77.400000, local_j = 773
dado: 4.330000, bin_esq: 4.300000, bin_dir: 4.400000, local_j = 43
dado: 66.920000, bin_esq: 66.900000, bin_dir: 67.000000, local_j = 669
dado: 29.420000, bin_esq: 29.400000, bin_dir: 29.500000, local_j = 294
dado: 63.070000, bin_esq: 63.000000, bin_dir: 63.100000, local_j = 630
dado: 64.450000, bin_esq: 64.400000, bin_dir: 64.500000, local_j = 644
dado: 45.560000, bin_esq: 45.500000, bin_dir: 45.600000, local_j = 455
dado: 5.260000, bin_esq: 5.200000, bin_dir: 5.300000, local_j = 52
dado: 56.450000, bin_esq: 56.400000, bin_dir: 56.500000, local_j = 564
dado: 31.180000, bin_esq: 31.100000, bin_dir: 31.200000, local_j = 311
dado: 34.090000, bin_esq: 34.000000, bin_dir: 34.100000, local_j = 340
dado: 68.590000, bin_esq: 68.500000, bin_dir: 68.600000, local_j = 685
dado: 79.310000, bin_esq: 79.300000, bin_dir: 79.400000, local_j = 793
dado: 10.450000, bin_esq: 10.400000, bin_dir: 10.500000, local_j = 104
dado: 23.190000, bin_esq: 23.100000, bin_dir: 23.200000, local_j = 231
dado: 37.150000, bin_esq: 37.100000, bin_dir: 37.200000, local_j = 371
dado: 22.350000, bin_esq: 22.300000, bin_dir: 22.400000, local_j = 223
dado: 71.230000, bin_esq: 71.200000, bin_dir: 71.300000, local_j = 712
dado: 70.950000, bin_esq: 70.900000, bin_dir: 71.000000, local_j = 709
dado: 12.210000, bin_esq: 12.200000, bin_dir: 12.300000, local_j = 122
dado: 88.770000, bin_esq: 88.700000, bin_dir: 88.800000, local_j = 887
dado: 91.200000, bin_esq: 91.200000, bin_dir: 91.300000, local_j = 912
dado: 25.960000, bin_esq: 25.900000, bin_dir: 26.000000, local_j = 259
dado: 45.220000, bin_esq: 45.200000, bin_dir: 45.300000, local_j = 452
dado: 7.190000, bin_esq: 7.100000, bin_dir: 7.200000, local_j = 71
dado: 92.690000, bin_esq: 92.600000, bin_dir: 92.700000, local_j = 926
dado: 46.410000, bin_esq: 46.400000, bin_dir: 46.500000, local_j = 464
dado: 91.230000, bin_esq: 91.200000, bin_dir: 91.300000, local_j = 912
dado: 69.840000, bin_esq: 69.800000, bin_dir: 69.900000, local_j = 698
dado: 90.060000, bin_esq: 90.000000, bin_dir: 90.100000, local_j = 900
dado: 24.390000, bin_esq: 24.300000, bin_dir: 24.400000, local_j = 243
dado: 34.170000, bin_esq: 34.100000, bin_dir: 34.200000, local_j = 341
dado: 5.850000, bin_esq: 5.800000, bin_dir: 5.900000, local_j = 58
dado: 14.570000, bin_esq: 14.500000, bin_dir: 14.600000, local_j = 145
dado: 60.870000, bin_esq: 60.800000, bin_dir: 60.900000, local_j = 608
dado: 3.450000, bin_esq: 3.400000, bin_dir: 3.500000, local_j = 34
dado: 86.970000, bin_esq: 86.900000, bin_dir: 87.000000, local_j = 869
dado: 92.180000, bin_esq: 92.100000, bin_dir: 92.200000, local_j = 921
dado: 93.160000, bin_esq: 93.100000, bin_dir: 93.200000, local_j = 931
dado: 92.280000, bin_esq: 92.200000, bin_dir: 92.300000, local_j = 922
dado: 52.510000, bin_esq: 52.500000, bin_dir: 52.600000, local_j = 525
dado: 59.690000, bin_esq: 59.600000, bin_dir: 59.700000, local_j = 596
dado: 62.210000, bin_esq: 62.200000, bin_dir: 62.300000, local_j = 622
dado: 13.530000, bin_esq: 13.500000, bin_dir: 13.600000, local_j = 135
dado: 86.590000, bin_esq: 86.500000, bin_dir: 86.600000, local_j = 865
dado: 45.160000, bin_esq: 45.100000, bin_dir: 45.200000, local_j = 451
dado: 79.620000, bin_esq: 79.600000, bin_dir: 79.700000, local_j = 796
dado: 45.700000, bin_esq: 45.600000, bin_dir: 45.700000, local_j = 456
dado: 80.140000, bin_esq: 80.100000, bin_dir: 80.200000, local_j = 801
dado: 60.990000, bin_esq: 60.900000, bin_dir: 61.000000, local_j = 609
dado: 6.200000, bin_esq: 6.200000, bin_dir: 6.300000, local_j = 62
dado: 85.060000, bin_esq: 85.000000, bin_dir: 85.100000, local_j = 850
dado: 6.480000, bin_esq: 6.400000, bin_dir: 6.500000, local_j = 64
dado: 94.100000, bin_esq: 94.100000, bin_dir: 94.200000, local_j = 941
dado: 46.330000, bin_esq: 46.300000, bin_dir: 46.400000, local_j = 463
dado: 98.580000, bin_esq: 98.500000, bin_dir: 98.600000, local_j = 985
dado: 40.420000, bin_esq: 40.400000, bin_dir: 40.500000, local_j = 404
dado: 87.460000, bin_esq: 87.400000, bin_dir: 87.500000, local_j = 874
dado: 40.680000, bin_esq: 40.600000, bin_dir: 40.700000, local_j = 406
dado: 40.420000, bin_esq: 40.400000, bin_dir: 40.500000, local_j = 404
dado: 11.220000, bin_esq: 11.200000, bin_dir: 11.300000, local_j = 112
dado: 3.580000, bin_esq: 3.500000, bin_dir: 3.600000, local_j = 35
dado: 22.780000, bin_esq: 22.700000, bin_dir: 22.800000, local_j = 227
dado: 22.710000, bin_esq: 22.700000, bin_dir: 22.800000, local_j = 227
dado: 83.300000, bin_esq: 83.300000, bin_dir: 83.400000, local_j = 833
dado: 70.870000, bin_esq: 70.800000, bin_dir: 70.900000, local_j = 708
dado: 61.860000, bin_esq: 61.800000, bin_dir: 61.900000, local_j = 618
dado: 85.810000, bin_esq: 85.800000, bin_dir: 85.900000, local_j = 858
dado: 57.800000, bin_esq: 57.700000, bin_dir: 57.800000, local_j = 577
dado: 65.350000, bin_esq: 65.300000, bin_dir: 65.400000, local_j = 653
dado: 65.330000, bin_esq: 65.300000, bin_dir: 65.400000, local_j = 653
dado: 90.080000, bin_esq: 90.000000, bin_dir: 90.100000, local_j = 900
dado: 8.730000, bin_esq: 8.700000, bin_dir: 8.800000, local_j = 87
dado: 68.920000, bin_esq: 68.900000, bin_dir: 69.000000, local_j = 689
dado: 7.600000, bin_esq: 7.600000, bin_dir: 7.700000, local_j = 76
dado: 26.070000, bin_esq: 26.000000, bin_dir: 26.100000, local_j = 260
dado: 29.360000, bin_esq: 29.300000, bin_dir: 29.400000, local_j = 293
dado: 39.110000, bin_esq: 39.100000, bin_dir: 39.200000, local_j = 391
dado: 16.030000, bin_esq: 16.000000, bin_dir: 16.100000, local_j = 160
dado: 17.570000, bin_esq: 17.500000, bin_dir: 17.600000, local_j = 175
dado: 97.670000, bin_esq: 97.600000, bin_dir: 97.700000, local_j = 976
dado: 12.880000, bin_esq: 12.800000, bin_dir: 12.900000, local_j = 128
dado: 78.500000, bin_esq: 78.500000, bin_dir: 78.600000, local_j = 785
dado: 67.150000, bin_esq: 67.100000, bin_dir: 67.200000, local_j = 671
dado: 52.090000, bin_esq: 52.000000, bin_dir: 52.100000, local_j = 520
dado: 7.440000, bin_esq: 7.400000, bin_dir: 7.500000, local_j = 74
dado: 84.870000, bin_esq: 84.800000, bin_dir: 84.900000, local_j = 848
dado: 43.990000, bin_esq: 43.900000, bin_dir: 44.000000, local_j = 439
dado: 95.480000, bin_esq: 95.400000, bin_dir: 95.500000, local_j = 954
dado: 3.530000, bin_esq: 3.500000, bin_dir: 3.600000, local_j = 35
dado: 33.480000, bin_esq: 33.400000, bin_dir: 33.500000, local_j = 334
dado: 13.710000, bin_esq: 13.700000, bin_dir: 13.800000, local_j = 137
dado: 88.200000, bin_esq: 88.200000, bin_dir: 88.300000, local_j = 882
dado: 82.590000, bin_esq: 82.500000, bin_dir: 82.600000, local_j = 825
dado: 32.510000, bin_esq: 32.500000, bin_dir: 32.600000, local_j = 325
dado: 9.260000, bin_esq: 9.200000, bin_dir: 9.300000, local_j = 92
dado: 20.560000, bin_esq: 20.500000, bin_dir: 20.600000, local_j = 205
dado: 8.190000, bin_esq: 8.100000, bin_dir: 8.200000, local_j = 81
dado: 64.910000, bin_esq: 64.900000, bin_dir: 65.000000, local_j = 649
dado: 61.430000, bin_esq: 61.400000, bin_dir: 61.500000, local_j = 614
dado: 71.000000, bin_esq: 70.900000, bin_dir: 71.000000, local_j = 709
dado: 37.360000, bin_esq: 37.300000, bin_dir: 37.400000, local_j = 373
dado: 73.980000, bin_esq: 73.900000, bin_dir: 74.000000, local_j = 739
dado: 49.870000, bin_esq: 49.800000, bin_dir: 49.900000, local_j = 498
dado: 32.700000, bin_esq: 32.600000, bin_dir: 32.700000, local_j = 326
dado: 32.910000, bin_esq: 32.900000, bin_dir: 33.000000, local_j = 329
dado: 85.990000, bin_esq: 85.900000, bin_dir: 86.000000, local_j = 859
dado: 2.610000, bin_esq: 2.600000, bin_dir: 2.700000, local_j = 26
dado: 36.680000, bin_esq: 36.600000, bin_dir: 36.700000, local_j = 366
dado: 44.460000, bin_esq: 44.400000, bin_dir: 44.500000, local_j = 444
dado: 95.290000, bin_esq: 95.200000, bin_dir: 95.300000, local_j = 952
dado: 32.700000, bin_esq: 32.600000, bin_dir: 32.700000, local_j = 326
dado: 42.790000, bin_esq: 42.700000, bin_dir: 42.800000, local_j = 427
dado: 78.930000, bin_esq: 78.900000, bin_dir: 79.000000, local_j = 789
dado: 64.710000, bin_esq: 64.700000, bin_dir: 64.800000, local_j = 647
dado: 69.900000, bin_esq: 69.800000, bin_dir: 69.900000, local_j = 698
dado: 88.840000, bin_esq: 88.800000, bin_dir: 88.900000, local_j = 888
dado: 30.710000, bin_esq: 30.700000, bin_dir: 30.800000, local_j = 307
dado: 72.340000, bin_esq: 72.300000, bin_dir: 72.400000, local_j = 723
dado: 31.230000, bin_esq: 31.200000, bin_dir: 31.300000, local_j = 312
dado: 86.330000, bin_esq: 86.300000, bin_dir: 86.400000, local_j = 863
dado: 2.590000, bin_esq: 2.500000, bin_dir: 2.600000, local_j = 25
dado: 25.610000, bin_esq: 25.600000, bin_dir: 25.700000, local_j = 256
dado: 77.120000, bin_esq: 77.100000, bin_dir: 77.200000, local_j = 771
dado: 51.650000, bin_esq: 51.600000, bin_dir: 51.700000, local_j = 516
dado: 66.520000, bin_esq: 66.500000, bin_dir: 66.600000, local_j = 665
dado: 30.990000, bin_esq: 30.900000, bin_dir: 31.000000, local_j = 309
dado: 92.480000, bin_esq: 92.400000, bin_dir: 92.500000, local_j = 924
dado: 12.750000, bin_esq: 12.700000, bin_dir: 12.800000, local_j = 127
dado: 84.280000, bin_esq: 84.200000, bin_dir: 84.300000, local_j = 842
dado: 68.870000, bin_esq: 68.800000, bin_dir: 68.900000, local_j = 688
dado: 93.960000, bin_esq: 93.900000, bin_dir: 94.000000, local_j = 939
dado: 17.780000, bin_esq: 17.700000, bin_dir: 17.800000, local_j = 177
dado: 66.940000, bin_esq: 66.900000, bin_dir: 67.000000, local_j = 669
dado: 2.160000, bin_esq: 2.100000, bin_dir: 2.200000, local_j = 21
dado: 22.000000, bin_esq: 21.900000, bin_dir: 22.000000, local_j = 219
dado: 64.640000, bin_esq: 64.600000, bin_dir: 64.700000, local_j = 646
dado: 15.060000, bin_esq: 15.000000, bin_dir: 15.100000, local_j = 150
dado: 94.510000, bin_esq: 94.500000, bin_dir: 94.600000, local_j = 945
dado: 15.460000, bin_esq: 15.400000, bin_dir: 15.500000, local_j = 154
dado: 13.200000, bin_esq: 13.200000, bin_dir: 13.300000, local_j = 132
dado: 10.420000, bin_esq: 10.400000, bin_dir: 10.500000, local_j = 104
dado: 76.500000, bin_esq: 76.500000, bin_dir: 76.600000, local_j = 765
dado: 28.720000, bin_esq: 28.700000, bin_dir: 28.800000, local_j = 287
dado: 29.720000, bin_esq: 29.700000, bin_dir: 29.800000, local_j = 297
dado: 98.580000, bin_esq: 98.500000, bin_dir: 98.600000, local_j = 985
dado: 57.460000, bin_esq: 57.400000, bin_dir: 57.500000, local_j = 574
dado: 82.860000, bin_esq: 82.800000, bin_dir: 82.900000, local_j = 828
dado: 22.370000, bin_esq: 22.300000, bin_dir: 22.400000, local_j = 223
dado: 99.630000, bin_esq: 99.600000, bin_dir: 99.700000, local_j = 996
dado: 21.190000, bin_esq: 21.100000, bin_dir: 21.200000, local_j = 211
dado: 85.550000, bin_esq: 85.500000, bin_dir: 85.600000, local_j = 855
dado: 4.890000, bin_esq: 4.800000, bin_dir: 4.900000, local_j = 48
dado: 53.300000, bin_esq: 53.200000, bin_dir: 53.300000, local_j = 532
dado: 97.880000, bin_esq: 97.800000, bin_dir: 97.900000, local_j = 978
dado: 98.940000, bin_esq: 98.900000, bin_dir: 99.000000, local_j = 989
dado: 29.050000, bin_esq: 29.000000, bin_dir: 29.100000, local_j = 290
dado: 52.450000, bin_esq: 52.400000, bin_dir: 52.500000, local_j = 524
dado: 94.900000, bin_esq: 94.900000, bin_dir: 95.000000, local_j = 949
dado: 53.950000, bin_esq: 53.900000, bin_dir: 54.000000, local_j = 539
dado: 4.300000, bin_esq: 4.200000, bin_dir: 4.300000, local_j = 42
dado: 30.180000, bin_esq: 30.100000, bin_dir: 30.200000, local_j = 301
dado: 24.290000, bin_esq: 24.200000, bin_dir: 24.300000, local_j = 242
dado: 18.020000, bin_esq: 18.000000, bin_dir: 18.100000, local_j = 180
dado: 87.460000, bin_esq: 87.400000, bin_dir: 87.500000, local_j = 874
dado: 15.710000, bin_esq: 15.700000, bin_dir: 15.800000, local_j = 157
dado: 91.690000, bin_esq: 91.600000, bin_dir: 91.700000, local_j = 916
dado: 68.800000, bin_esq: 68.700000, bin_dir: 68.800000, local_j = 687
dado: 89.040000, bin_esq: 89.000000, bin_dir: 89.100000, local_j = 890
dado: 45.950000, bin_esq: 45.900000, bin_dir: 46.000000, local_j = 459
dado: 29.240000, bin_esq: 29.200000, bin_dir: 29.300000, local_j = 292
dado: 87.790000, bin_esq: 87.700000, bin_dir: 87.800000, local_j = 877
dado: 70.150000, bin_esq: 70.100000, bin_dir: 70.200000, local_j = 701
dado: 90.410000, bin_esq: 90.400000, bin_dir: 90.500000, local_j = 904
dado: 46.600000, bin_esq: 46.500000, bin_dir: 46.600000, local_j = 465
dado: 39.410000, bin_esq: 39.400000, bin_dir: 39.500000, local_j = 394
dado: 48.760000, bin_esq: 48.700000, bin_dir: 48.800000, local_j = 487
dado: 9.420000, bin_esq: 9.400000, bin_dir: 9.500000, local_j = 94
dado: 19.200000, bin_esq: 19.100000, bin_dir: 19.200000, local_j = 191
dado: 72.820000, bin_esq: 72.800000, bin_dir: 72.900000, local_j = 728
dado: 4.120000, bin_esq: 4.100000, bin_dir: 4.200000, local_j = 41
dado: 30.210000, bin_esq: 30.200000, bin_dir: 30.300000, local_j = 302
dado: 18.250000, bin_esq: 18.200000, bin_dir: 18.300000, local_j = 182
dado: 94.900000, bin_esq: 94.900000, bin_dir: 95.000000, local_j = 949
dado: 66.270000, bin_esq: 66.200000, bin_dir: 66.300000, local_j = 662
dado: 38.380000, bin_esq: 38.300000, bin_dir: 38.400000, local_j = 383
dado: 57.050000, bin_esq: 57.000000, bin_dir: 57.100000, local_j = 570
dado: 26.860000, bin_esq: 26.800000, bin_dir: 26.900000, local_j = 268
dado: 65.340000, bin_esq: 65.300000, bin_dir: 65.400000, local_j = 653
dado: 18.040000, bin_esq: 18.000000, bin_dir: 18.100000, local_j = 180
dado: 80.540000, bin_esq: 80.500000, bin_dir: 80.600000, local_j = 805
dado: 30.360000, bin_esq: 30.300000, bin_dir: 30.400000, local_j = 303
dado: 87.340000, bin_esq: 87.300000, bin_dir: 87.400000, local_j = 873
dado: 24.080000, bin_esq: 24.000000, bin_dir: 24.100000, local_j = 240
dado: 82.720000, bin_esq: 82.700000, bin_dir: 82.800000, local_j = 827
dado: 16.110000, bin_esq: 16.100000, bin_dir: 16.200000, local_j = 161
dado: 77.720000, bin_esq: 77.700000, bin_dir: 77.800000, local_j = 777
dado: 10.880000, bin_esq: 10.800000, bin_dir: 10.900000, local_j = 108
dado: 15.330000, bin_esq: 15.300000, bin_dir: 15.400000, local_j = 153
dado: 86.590000, bin_esq: 86.500000, bin_dir: 86.600000, local_j = 865
dado: 12.960000, bin_esq: 12.900000, bin_dir: 13.000000, local_j = 129
dado: 13.900000, bin_esq: 13.900000, bin_dir: 14.000000, local_j = 139
dado: 54.570000, bin_esq: 54.500000, bin_dir: 54.600000, local_j = 545
dado: 7.920000, bin_esq: 7.900000, bin_dir: 8.000000, local_j = 79
dado: 58.370000, bin_esq: 58.300000, bin_dir: 58.400000, local_j = 583
dado: 89.550000, bin_esq: 89.500000, bin_dir: 89.600000, local_j = 895
dado: 97.000000, bin_esq: 97.000000, bin_dir: 97.100000, local_j = 970
dado: 87.990000, bin_esq: 87.900000, bin_dir: 88.000000, local_j = 879
dado: 66.520000, bin_esq: 66.500000, bin_dir: 66.600000, local_j = 665
dado: 71.480000, bin_esq: 71.400000, bin_dir: 71.500000, local_j = 714
dado: 59.710000, bin_esq: 59.700000, bin_dir: 59.800000, local_j = 597
dado: 30.070000, bin_esq: 30.000000, bin_dir: 30.100000, local_j = 300
dado: 83.680000, bin_esq: 83.600000, bin_dir: 83.700000, local_j = 836
dado: 13.810000, bin_esq: 13.800000, bin_dir: 13.900000, local_j = 138
dado: 69.340000, bin_esq: 69.300000, bin_dir: 69.400000, local_j = 693
dado: 93.490000, bin_esq: 93.400000, bin_dir: 93.500000, local_j = 934
dado: 51.550000, bin_esq: 51.500000, bin_dir: 51.600000, local_j = 515
dado: 64.820000, bin_esq: 64.800000, bin_dir: 64.900000, local_j = 648
dado: 59.930000, bin_esq: 59.900000, bin_dir: 60.000000, local_j = 599
dado: 43.390000, bin_esq: 43.300000, bin_dir: 43.400000, local_j = 433
dado: 91.730000, bin_esq: 91.700000, bin_dir: 91.800000, local_j = 917
dado: 64.200000, bin_esq: 64.100000, bin_dir: 64.200000, local_j = 641
dado: 13.980000, bin_esq: 13.900000, bin_dir: 14.000000, local_j = 139
dado: 10.390000, bin_esq: 10.300000, bin_dir: 10.400000, local_j = 103
dado: 94.750000, bin_esq: 94.700000, bin_dir: 94.800000, local_j = 947
dado: 87.650000, bin_esq: 87.600000, bin_dir: 87.700000, local_j = 876
dado: 56.910000, bin_esq: 56.900000, bin_dir: 57.000000, local_j = 569
dado: 89.030000, bin_esq: 89.000000, bin_dir: 89.100000, local_j = 890
dado: 30.010000, bin_esq: 30.000000, bin_dir: 30.100000, local_j = 300
dado: 44.700000, bin_esq: 44.600000, bin_dir: 44.700000, local_j = 446
dado: 60.850000, bin_esq: 60.800000, bin_dir: 60.900000, local_j = 608
dado: 64.740000, bin_esq: 64.700000, bin_dir: 64.800000, local_j = 647
dado: 80.730000, bin_esq: 80.700000, bin_dir: 80.800000, local_j = 807
dado: 5.310000, bin_esq: 5.300000, bin_dir: 5.400000, local_j = 53
dado: 83.920000, bin_esq: 83.900000, bin_dir: 84.000000, local_j = 839
dado: 29.040000, bin_esq: 29.000000, bin_dir: 29.100000, local_j = 290
dado: 51.930000, bin_esq: 51.900000, bin_dir: 52.000000, local_j = 519
dado: 24.650000, bin_esq: 24.600000, bin_dir: 24.700000, local_j = 246
dado: 69.910000, bin_esq: 69.900000, bin_dir: 70.000000, local_j = 699
dado: 43.810000, bin_esq: 43.800000, bin_dir: 43.900000, local_j = 438
dado: 8.870000, bin_esq: 8.800000, bin_dir: 8.900000, local_j = 88
dado: 94.570000, bin_esq: 94.500000, bin_dir: 94.600000, local_j = 945
dado: 36.730000, bin_esq: 36.700000, bin_dir: 36.800000, local_j = 367
dado: 32.830000, bin_esq: 32.800000, bin_dir: 32.900000, local_j = 328
dado: 59.360000, bin_esq: 59.300000, bin_dir: 59.400000, local_j = 593
dado: 54.080000, bin_esq: 54.000000, bin_dir: 54.100000, local_j = 540
dado: 58.640000, bin_esq: 58.600000, bin_dir: 58.700000, local_j = 586
dado: 81.870000, bin_esq: 81.800000, bin_dir: 81.900000, local_j = 818
dado: 59.660000, bin_esq: 59.600000, bin_dir: 59.700000, local_j = 596
dado: 34.110000, bin_esq: 34.100000, bin_dir: 34.200000, local_j = 341
dado: 6.100000, bin_esq: 6.100000, bin_dir: 6.200000, local_j = 61
dado: 97.540000, bin_esq: 97.500000, bin_dir: 97.600000, local_j = 975
dado: 7.400000, bin_esq: 7.400000, bin_dir: 7.500000, local_j = 74
dado: 72.100000, bin_esq: 72.000000, bin_dir: 72.100000, local_j = 720
dado: 30.530000, bin_esq: 30.500000, bin_dir: 30.600000, local_j = 305
dado: 85.190000, bin_esq: 85.100000, bin_dir: 85.200000, local_j = 851
dado: 69.320000, bin_esq: 69.300000, bin_dir: 69.400000, local_j = 693
dado: 8.640000, bin_esq: 8.600000, bin_dir: 8.700000, local_j = 86
dado: 26.200000, bin_esq: 26.100000, bin_dir: 26.200000, local_j = 261
dado: 50.470000, bin_esq: 50.400000, bin_dir: 50.500000, local_j = 504
dado: 22.760000, bin_esq: 22.700000, bin_dir: 22.800000, local_j = 227
dado: 33.590000, bin_esq: 33.500000, bin_dir: 33.600000, local_j = 335
dado: 37.240000, bin_esq: 37.200000, bin_dir: 37.300000, local_j = 372
dado: 3.450000, bin_esq: 3.400000, bin_dir: 3.500000, local_j = 34
dado: 48.650000, bin_esq: 48.600000, bin_dir: 48.700000, local_j = 486
dado: 13.050000, bin_esq: 13.000000, bin_dir: 13.100000, local_j = 130
dado: 58.990000, bin_esq: 58.900000, bin_dir: 59.000000, local_j = 589
dado: 73.170000, bin_esq: 73.100000, bin_dir: 73.200000, local_j = 731
dado: 71.330000, bin_esq: 71.300000, bin_dir: 71.400000, local_j = 713
dado: 55.880000, bin_esq: 55.800000, bin_dir: 55.900000, local_j = 558
dado: 15.610000, bin_esq: 15.600000, bin_dir: 15.700000, local_j = 156
dado: 16.480000, bin_esq: 16.400000, bin_dir: 16.500000, local_j = 164
dado: 65.420000, bin_esq: 65.400000, bin_dir: 65.500000, local_j = 654
dado: 2.840000, bin_esq: 2.800000, bin_dir: 2.900000, local_j = 28
dado: 55.340000, bin_esq: 55.300000, bin_dir: 55.400000, local_j = 553
dado: 23.900000, bin_esq: 23.800000, bin_dir: 23.900000, local_j = 238
dado: 86.810000, bin_esq: 86.800000, bin_dir: 86.900000, local_j = 868
dado: 7.750000, bin_esq: 7.700000, bin_dir: 7.800000, local_j = 77
dado: 28.190000, bin_esq: 28.100000, bin_dir: 28.200000, local_j = 281
dado: 82.340000, bin_esq: 82.300000, bin_dir: 82.400000, local_j = 823
dado: 93.200000, bin_esq: 93.200000, bin_dir: 93.300000, local_j = 932
dado: 10.860000, bin_esq: 10.800000, bin_dir: 10.900000, local_j = 108
dado: 52.450000, bin_esq: 52.400000, bin_dir: 52.500000, local_j = 524
dado: 36.410000, bin_esq: 36.400000, bin_dir: 36.500000, local_j = 364
dado: 64.000000, bin_esq: 63.900000, bin_dir: 64.000000, local_j = 639
dado: 19.290000, bin_esq: 19.200000, bin_dir: 19.300000, local_j = 192
dado: 69.430000, bin_esq: 69.400000, bin_dir: 69.500000, local_j = 694
dado: 9.960000, bin_esq: 9.900000, bin_dir: 10.000000, local_j = 99
dado: 89.420000, bin_esq: 89.400000, bin_dir: 89.500000, local_j = 894
dado: 38.400000, bin_esq: 38.300000, bin_dir: 38.400000, local_j = 383
dado: 39.720000, bin_esq: 39.700000, bin_dir: 39.800000, local_j = 397
dado: 99.870000, bin_esq: 99.800000, bin_dir: 99.900000, local_j = 998
dado: 67.200000, bin_esq: 67.100000, bin_dir: 67.200000, local_j = 671
dado: 61.950000, bin_esq: 61.900000, bin_dir: 62.000000, local_j = 619
dado: 90.150000, bin_esq: 90.100000, bin_dir: 90.200000, local_j = 901
dado: 99.750000, bin_esq: 99.700000, bin_dir: 99.800000, local_j = 997
dado: 70.050000, bin_esq: 70.000000, bin_dir: 70.100000, local_j = 700
dado: 20.980000, bin_esq: 20.900000, bin_dir: 21.000000, local_j = 209
dado: 44.650000, bin_esq: 44.600000, bin_dir: 44.700000, local_j = 446
dado: 61.900000, bin_esq: 61.800000, bin_dir: 61.900000, local_j = 618
dado: 11.430000, bin_esq: 11.400000, bin_dir: 11.500000, local_j = 114
dado: 50.440000, bin_esq: 50.400000, bin_dir: 50.500000, local_j = 504
dado: 75.850000, bin_esq: 75.800000, bin_dir: 75.900000, local_j = 758
dado: 51.810000, bin_esq: 51.800000, bin_dir: 51.900000, local_j = 518
dado: 51.230000, bin_esq: 51.200000, bin_dir: 51.300000, local_j = 512
dado: 34.610000, bin_esq: 34.600000, bin_dir: 34.700000, local_j = 346
dado: 33.990000, bin_esq: 33.900000, bin_dir: 34.000000, local_j = 339
dado: 58.370000, bin_esq: 58.300000, bin_dir: 58.400000, local_j = 583
dado: 33.290000, bin_esq: 33.200000, bin_dir: 33.300000, local_j = 332
dado: 57.490000, bin_esq: 57.400000, bin_dir: 57.500000, local_j = 574
dado: 12.170000, bin_esq: 12.100000, bin_dir: 12.200000, local_j = 121
dado: 65.640000, bin_esq: 65.600000, bin_dir: 65.700000, local_j = 656
dado: 89.810000, bin_esq: 89.800000, bin_dir: 89.900000, local_j = 898
dado: 74.540000, bin_esq: 74.500000, bin_dir: 74.600000, local_j = 745
dado: 6.620000, bin_esq: 6.600000, bin_dir: 6.700000, local_j = 66
dado: 95.230000, bin_esq: 95.200000, bin_dir: 95.300000, local_j = 952
dado: 49.530000, bin_esq: 49.500000, bin_dir: 49.600000, local_j = 495
dado: 23.220000, bin_esq: 23.200000, bin_dir: 23.300000, local_j = 232
dado: 20.470000, bin_esq: 20.400000, bin_dir: 20.500000, local_j = 204
dado: 30.570000, bin_esq: 30.500000, bin_dir: 30.600000, local_j = 305
dado: 17.790000, bin_esq: 17.700000, bin_dir: 17.800000, local_j = 177
dado: 67.750000, bin_esq: 67.700000, bin_dir: 67.800000, local_j = 677
dado: 55.050000, bin_esq: 55.000000, bin_dir: 55.100000, local_j = 550
dado: 73.900000, bin_esq: 73.800000, bin_dir: 73.900000, local_j = 738
dado: 39.000000, bin_esq: 38.900000, bin_dir: 39.000000, local_j = 389
dado: 99.810000, bin_esq: 99.800000, bin_dir: 99.900000, local_j = 998
dado: 12.030000, bin_esq: 12.000000, bin_dir: 12.100000, local_j = 120
dado: 41.690000, bin_esq: 41.600000, bin_dir: 41.700000, local_j = 416
dado: 77.570000, bin_esq: 77.500000, bin_dir: 77.600000, local_j = 775
dado: 12.350000, bin_esq: 12.300000, bin_dir: 12.400000, local_j = 123
dado: 97.990000, bin_esq: 97.900000, bin_dir: 98.000000, local_j = 979
dado: 55.160000, bin_esq: 55.100000, bin_dir: 55.200000, local_j = 551
dado: 27.360000, bin_esq: 27.300000, bin_dir: 27.400000, local_j = 273
dado: 31.530000, bin_esq: 31.500000, bin_dir: 31.600000, local_j = 315
dado: 64.760000, bin_esq: 64.700000, bin_dir: 64.800000, local_j = 647
dado: 40.940000, bin_esq: 40.900000, bin_dir: 41.000000, local_j = 409
dado: 80.340000, bin_esq: 80.300000, bin_dir: 80.400000, local_j = 803
dado: 25.810000, bin_esq: 25.800000, bin_dir: 25.900000, local_j = 258
dado: 50.670000, bin_esq: 50.600000, bin_dir: 50.700000, local_j = 506
dado: 36.080000, bin_esq: 36.000000, bin_dir: 36.100000, local_j = 360
dado: 27.830000, bin_esq: 27.800000, bin_dir: 27.900000, local_j = 278
dado: 29.160000, bin_esq: 29.100000, bin_dir: 29.200000, local_j = 291
dado: 94.190000, bin_esq: 94.100000, bin_dir: 94.200000, local_j = 941
dado: 9.990000, bin_esq: 9.900000, bin_dir: 10.000000, local_j = 99
dado: 64.170000, bin_esq: 64.100000, bin_dir: 64.200000, local_j = 641
dado: 31.470000, bin_esq: 31.400000, bin_dir: 31.500000, local_j = 314
dado: 98.440000, bin_esq: 98.400000, bin_dir: 98.500000, local_j = 984
dado: 34.270000, bin_esq: 34.200000, bin_dir: 34.300000, local_j = 342
